-6055.097168	-144.0489502	1185.967041	-143.7199402	-4.216171265	531.7758789	480.8813477	185.9872742	-127.9552765	-102.219574	217.5263672
-6051.793945	-144.0489502	1136.71875	-143.7199402	-48.07382965	442.1112671	406.647644	432.5115967	-66.61386108	-25.20554352	-52.40210724
-6066.802246	-144.0489502	1099.601807	-143.7199402	-94.8469696	661.6193237	260.0101318	463.1646729	-266.3863831	119.9277954	-138.0823364
-6094.484375	-144.0489502	1138.693726	-143.7199402	-165.8354492	443.4587402	656.9662476	536.9140625	-58.5067215	-279.1626282	-159.8370056
-6082.224121	-144.0489502	1180.112061	-143.7199402	-148.5874023	534.1849976	666.6154175	426.0944824	-121.4176331	-297.8971558	-26.44742584
-6094.408203	-144.0489502	1141.327148	-143.7199402	-177.5915375	643.1229858	414.3774414	617.8210449	-283.3353271	-29.13526917	-220.3040161
-6070.862305	-144.0489502	1109.039795	-143.7199402	-155.1300201	635.3023071	210.4650116	729.7279053	-266.2392273	181.7926941	-380.9435425
-6071.286621	-144.0489502	1111.06189	-143.7199402	-158.0976715	473.3944702	621.0739136	491.9723511	-80.0358963	-262.2890015	-131.9681244
-6097.694336	-144.0489502	1188.029663	-143.7199402	-191.9191284	564.6662598	433.4830933	766.9558105	-142.6323395	-33.29386902	-399.8311768
-6028.447266	-144.0489502	1174.807373	-143.7199402	9.9243927	476.0519409	341.4406738	327.4733887	-68.45891571	63.20153809	35.03057861
-6086.488281	-144.0489502	1064.674316	-143.7199402	-194.8618469	538.7478027	615.4415894	496.4087524	-193.5023346	-257.9143066	-133.1688995
-6092.820801	-144.0489502	1118.945923	-143.7199402	-173.6880188	584.9692993	509.9614868	546.2721558	-212.198761	-157.7248688	-151.1404572
-6063.318359	-144.0489502	1176.75061	-143.7199402	-76.75475311	698.3816528	294.3776855	414.7827148	-288.0187988	100.0897369	-42.33518982
-6047.088867	-144.0489502	1156.534668	-143.7199402	-29.61266327	543.6008301	324.7305908	377.2446899	-150.763504	61.34942627	0.576095581
-6035.523926	-144.0489502	1151.405884	-143.7199402	1.927337646	310.5736389	312.5088196	522.5282593	59.50376892	100.1895905	-153.9113617
-6034.663086	-144.0489502	1125.490479	-143.7199402	-4.177536011	423.2159424	406.3063965	308.52948	-30.75153351	-27.29360199	45.51249695
-6081.323242	-144.0489502	1136.576538	-143.7199402	-103.5254364	445.0427246	450.3092651	552.5118408	-28.12214661	-85.44191742	-197.0122375
-6082.095215	-144.0489502	1193.847168	-143.7199402	-121.7831039	595.8376465	659.9517822	304.2434082	-158.4339905	-266.6983337	59.78302002
